,index,prediction
14136,83641,
14137,83642,
14138,83643,163.0 millimetre
14139,83644,
14140,83645,
14141,83646,
14142,83647,
14143,83648,
14144,83649,
14145,83650,5.0 gram
14146,83651,33.0 inch
14147,83652,33.0 inch
14148,83653,33.0 inch
14149,83654,14.6 centimetre
14150,83655,25.0 centimetre
14151,83656,25.0 centimetre
14152,83657,
14153,83658,22.9 centimetre
14154,83659,36.0 millimetre
14155,83660,36.0 millimetre
14156,83661,30.0 centimetre
14157,83662,16.5 centimetre
14158,83663,16.5 centimetre
14159,83664,7.0 centimetre
14160,83665,7.0 centimetre
14161,83666,12.0 inch
14162,83667,20.0 centimetre
14163,83668,20.0 centimetre
14164,83669,
14165,83670,10.0 foot
14166,83671,10.0 foot
14167,83672,0.0 centimetre
14168,83673,51.0 centimetre
14169,83674,10.0 centimetre
14170,83675,210.0 centimetre
14171,83676,16.0 centimetre
14172,83677,16.0 centimetre
14173,83678,
14174,83679,31.0 centimetre
14175,83680,31.0 centimetre
14176,83681,31.0 centimetre
14177,83682,17.5 centimetre
14178,83683,
14179,83684,
14180,83685,16.9 inch
14181,83686,8.55 inch
14182,83687,84.0 inch
14183,83688,84.0 inch
14184,83689,
14185,83690,
14186,83691,
14187,83692,37.0 centimetre
14188,83693,
14189,83694,
14190,83695,
14191,83696,1.57 inch
14192,83697,1.57 inch
14193,83698,
14194,83699,27.0 centimetre
14195,83700,200.0 centimetre
14196,83701,403.0 gram
14197,83702,
14198,83703,
14199,83704,
14200,83705,
14201,83706,4.7 inch
14202,83707,
14203,83708,
14204,83709,7.0 millimetre
14205,83710,
14206,83711,31.7 centimetre
14207,83712,270.0 centimetre
14208,83713,270.0 centimetre
14209,83714,
14210,83715,
14211,83716,
14212,83717,9.5 inch
14213,83718,140.0 gram
14214,83719,12.5 centimetre
14215,83720,12.5 centimetre
14216,83721,50.0 centimetre
14217,83722,50.0 centimetre
14218,83723,3.9 inch
14219,83724,3.9 inch
14220,83725,5.5 centimetre
14221,83726,329.0 millimetre
14222,83727,
14223,83728,34.0 centimetre
14224,83729,34.0 centimetre
14225,83730,
14226,83731,
14227,83732,20.0 gram
14228,83733,
14229,83734,
14230,83735,
14231,83736,
14232,83737,16.0 centimetre
14233,83738,
14234,83739,7.0 centimetre
14235,83740,40.0 centimetre
14236,83741,40.0 centimetre
14237,83742,30.0 centimetre
14238,83743,38.0 centimetre
14239,83744,16.0 centimetre
14240,83745,
14241,83746,
14242,83747,99.0 inch
14243,83748,8.3 centimetre
14244,83749,8.3 centimetre
14245,83750,50.0 centimetre
14246,83751,50.0 centimetre
14247,83752,9.2 centimetre
14248,83753,108.0 centimetre
14249,83754,31.0 centimetre
14250,83755,31.0 centimetre
14251,83756,28.0 centimetre
14252,83757,
14253,83758,
14254,83759,98.0 inch
14255,83760,
14256,83761,3.0 centimetre
14257,83762,
14258,83763,
14259,83764,
14260,83765,
14261,83766,
14262,83767,65.0 metre
14263,83768,65.0 metre
14264,83769,15.0 pound
14265,83770,9.0 kilogram
14266,83771,9.0 kilogram
14267,83772,4.0 gram
14268,83773,1.0 millimetre
14269,83774,
14270,83775,
14271,83776,
14272,83777,33.4 centimetre
14273,83778,1.0 metre
14274,83779,1.0 metre
14275,83780,87.0 millimetre
14276,83781,87.0 millimetre
14277,83782,
14278,83783,
14279,83784,
14280,83785,
14281,83786,
14282,83787,
14283,83788,
14284,83789,
14285,83790,
14286,83791,26.0 gram
14287,83792,26.0 gram
14288,83793,8.5 centimetre
14289,83794,8.5 centimetre
14290,83795,
14291,83796,
14292,83797,65.0 inch
14293,83798,2.0 inch
14294,83799,9.9 centimetre
14295,83800,
14296,83801,9.5 centimetre
14297,83802,
14298,83803,
14299,83804,
14300,83805,
14301,83806,
14302,83807,
14303,83808,1.77 inch
14304,83809,1.77 inch
14305,83810,1.77 inch
14306,83811,144.0 millimetre
14307,83812,144.0 millimetre
14308,83813,43.0 centimetre
14309,83814,
14310,83815,
14311,83816,
14312,83817,
14313,83818,
14314,83819,17.7 centimetre
14315,83820,10.0 pound
14316,83821,
14317,83822,58.0 centimetre
14318,83823,58.0 centimetre
14319,83824,150.0 centimetre
14320,83825,125.0 millimetre
14321,83826,125.0 millimetre
14322,83827,125.0 millimetre
14323,83828,
14324,83829,
14325,83830,13.0 centimetre
14326,83831,13.0 centimetre
14327,83832,42.0 millimetre
14328,83833,56.0 millimetre
14329,83834,36.0 centimetre
14330,83835,36.0 centimetre
14331,83836,15.0 centimetre
14332,83837,15.0 centimetre
14333,83838,
14334,83839,
14335,83840,44.0 centimetre
14336,83841,44.0 centimetre
14337,83842,
14338,83843,
14339,83844,180.0 centimetre
14340,83845,180.0 centimetre
14341,83846,355.0 millimetre
14342,83847,355.0 millimetre
14343,83848,355.0 millimetre
14344,83849,22.5 centimetre
14345,83850,28.2 centimetre
14346,83851,28.2 centimetre
14347,83852,
14348,83853,
14349,83854,49.7 centimetre
14350,83855,
14351,83856,31.5 centimetre
14352,83857,3.8 pound
14353,83858,
14354,83859,250.0 centimetre
14355,83860,4.0 centimetre
14356,83861,112.2 millimetre
14357,83862,26.77 inch
14358,83863,26.77 inch
14359,83864,12.5 centimetre
14360,83865,12.5 centimetre
14361,83866,60.0 centimetre
14362,83867,634.0 inch
14363,83868,634.0 inch
14364,83869,20.1 centimetre
14365,83870,20.1 centimetre
14366,83871,87.0 centimetre
14367,83872,
14368,83873,
14369,83874,
14370,83875,100.0 centimetre
14371,83876,100.0 centimetre
14372,83877,85.0 millimetre
14373,83878,85.0 millimetre
14374,83879,
14375,83880,17.0 centimetre
14376,83881,17.0 centimetre
14377,83882,8.0 centimetre
14378,83883,11.5 centimetre
14379,83884,
14380,83885,
14381,83886,
14382,83887,5.7 inch
14383,83888,5.7 inch
14384,83889,
14385,83890,113.0 inch
14386,83891,113.0 inch
14387,83892,19.0 millimetre
14388,83893,19.0 millimetre
14389,83894,19.0 millimetre
14390,83895,7.0 centimetre
14391,83896,7.0 centimetre
14392,83897,37.0 centimetre
14393,83898,120.0 millimetre
14394,83899,120.0 millimetre
14395,83900,7.2 centimetre
14396,83901,4.25 inch
14397,83902,4.25 inch
14398,83903,4.25 inch
14399,83904,
14400,83905,34.5 centimetre
14401,83906,
14402,83907,
14403,83908,42.6 centimetre
14404,83909,42.6 centimetre
14405,83910,73.23 inch
14406,83911,
14407,83912,26.0 inch
14408,83913,26.0 inch
14409,83914,109.5 centimetre
14410,83915,109.5 centimetre
14411,83916,152.4 centimetre
14412,83917,152.4 centimetre
14413,83918,115122.23 millimetre
14414,83919,45.0 pound
14415,83920,42.0 centimetre
14416,83921,42.0 centimetre
14417,83922,11.5 centimetre
14418,83923,135.0 centimetre
14419,83924,22.0 centimetre
14420,83925,22.0 centimetre
14421,83926,67.0 millimetre
14422,83927,67.0 millimetre
14423,83928,59.0 centimetre
14424,83929,
14425,83930,
14426,83931,6.0 centimetre
14427,83932,6.0 centimetre
14428,83933,
14429,83934,
14430,83935,200.0 millimetre
14431,83936,272.0 millimetre
14432,83937,4.1 inch
14433,83938,4.1 inch
14434,83939,4.1 inch
14435,83940,41.0 centimetre
14436,83941,46.0 centimetre
14437,83942,26.0 centimetre
14438,83943,325.0 millimetre
14439,83944,
14440,83945,
14441,83946,42.0 centimetre
14442,83947,
14443,83948,
14444,83949,105.0 centimetre
14445,83950,30.0 centimetre
14446,83951,1.97 inch
14447,83952,1.97 inch
14448,83953,18.0 centimetre
14449,83954,60.0 centimetre
14450,83955,11.0 centimetre
14451,83956,30.5 centimetre
14452,83957,30.5 centimetre
14453,83958,30.5 centimetre
14454,83959,330.0 millimetre
14455,83960,330.0 millimetre
14456,83961,30.0 centimetre
14457,83962,
14458,83963,
14459,83964,392.0 millimetre
14460,83965,82.0 centimetre
14461,83966,82.0 centimetre
14462,83967,
14463,83968,
14464,83969,
14465,83970,18.0 centimetre
14466,83971,35.0 centimetre
14467,83972,5.0 centimetre
14468,83973,5.0 centimetre
14469,83974,47.0 inch
14470,83975,
14471,83976,
14472,83977,21.0 centimetre
14473,83978,21.0 centimetre
14474,83979,11.0 centimetre
14475,83980,
14476,83981,
14477,83982,
14478,83983,
14479,83984,34.0 centimetre
14480,83985,34.0 centimetre
14481,83986,180.0 centimetre
14482,83987,180.0 centimetre
14483,83988,2.54 centimetre
14484,83989,2.54 centimetre
14485,83990,3.0 foot
14486,83991,17.0 centimetre
14487,83992,42.0 centimetre
14488,83993,14.7 centimetre
14489,83994,14.7 centimetre
14490,83995,36.0 centimetre
14491,83996,244.0 centimetre
14492,83997,13.7 centimetre
14493,83998,13.7 centimetre
14494,83999,
14495,84000,
14496,84001,
14497,84002,350.0 pound
14498,84003,71.8 inch
14499,84004,71.8 inch
14500,84005,
14501,84006,
14502,84007,8.0 centimetre
14503,84008,9.0 inch
14504,84009,
14505,84010,
14506,84011,
14507,84012,
14508,84013,48.0 centimetre
14509,84014,
14510,84015,
14511,84016,
14512,84017,
14513,84018,8.0 kilogram
14514,84019,8.0 kilogram
14515,84020,40.0 centimetre
14516,84021,37.0 centimetre
14517,84022,83.0 millimetre
14518,84023,83.0 millimetre
14519,84024,12.0 centimetre
14520,84025,37.0 inch
14521,84026,
14522,84027,
14523,84028,20.0 centimetre
14524,84029,45.0 centimetre
14525,84030,45.0 centimetre
14526,84031,150.0 centimetre
14527,84032,150.0 centimetre
14528,84033,18.5 centimetre
14529,84034,4.13 inch
14530,84035,4.13 inch
14531,84036,4.13 inch
14532,84037,
14533,84038,
14534,84039,
14535,84040,
14536,84041,15.0 centimetre
14537,84042,
14538,84043,14.0 inch
14539,84044,14.0 inch
14540,84045,155.0 millimetre
14541,84046,77.0 inch
14542,84047,
14543,84048,
14544,84049,275.0 centimetre
14545,84050,16.0 centimetre
14546,84051,6.0 metre
14547,84052,5.3 inch
14548,84053,38.0 centimetre
14549,84054,38.0 centimetre
14550,84055,86.7 centimetre
14551,84056,86.7 centimetre
14552,84057,6.88 inch
14553,84058,6.88 inch
14554,84059,20.0 centimetre
14555,84060,20.0 centimetre
14556,84061,20.0 centimetre
14557,84062,34.0 centimetre
14558,84063,17.0 centimetre
14559,84064,17.0 centimetre
14560,84065,
14561,84066,
14562,84067,
14563,84068,11.2 centimetre
14564,84069,11.2 centimetre
14565,84070,
14566,84071,14.0 centimetre
14567,84072,14.0 centimetre
14568,84073,25.0 centimetre
14569,84074,25.0 centimetre
14570,84075,1.6 inch
14571,84076,1.6 inch
14572,84077,
14573,84078,
14574,84079,42.0 centimetre
14575,84080,42.0 centimetre
14576,84081,11.7 centimetre
14577,84082,11.7 centimetre
14578,84083,
14579,84084,
14580,84085,
14581,84086,
14582,84087,
14583,84088,150.0 centimetre
14584,84089,150.0 centimetre
14585,84090,17.7 inch
14586,84091,
14587,84092,
14588,84093,40.0 centimetre
14589,84094,1.87 pound
14590,84095,
14591,84096,
14592,84097,
14593,84098,27.0 centimetre
14594,84099,27.0 centimetre
14595,84100,16.0 inch
14596,84101,16.0 inch
14597,84102,
14598,84103,
14599,84104,10.3 centimetre
14600,84105,19.6 inch
14601,84106,19.6 inch
14602,84107,
14603,84108,350.0 centimetre
14604,84109,350.0 centimetre
14605,84110,100.0 centimetre
14606,84111,95.3 millimetre
14607,84112,71.0 centimetre
14608,84113,111.0 gram
14609,84114,111.0 gram
14610,84115,
14611,84116,
14612,84117,39.0 centimetre
14613,84118,39.0 centimetre
14614,84119,29.0 centimetre
14615,84120,1.5 inch
14616,84121,
14617,84122,
14618,84123,
14619,84124,
14620,84125,183.0 millimetre
14621,84126,183.0 millimetre
14622,84127,183.0 millimetre
14623,84128,177.0 millimetre
14624,84129,
14625,84130,
14626,84131,
14627,84132,
14628,84133,4.0 centimetre
14629,84134,
14630,84135,
14631,84136,
14632,84137,
14633,84138,
14634,84139,
14635,84140,
14636,84141,
14637,84142,
14638,84143,6.0 centimetre
14639,84144,4.3 inch
14640,84145,
14641,84146,380.0 centimetre
14642,84147,380.0 centimetre
14643,84148,
14644,84149,
14645,84150,72.0 millimetre
14646,84151,72.0 millimetre
14647,84152,72.0 millimetre
14648,84153,
14649,84154,
14650,84155,
14651,84156,22.0 centimetre
14652,84157,7.0 foot
14653,84158,5.0 centimetre
14654,84159,
14655,84160,
14656,84161,
14657,84162,
14658,84163,
14659,84164,230.0 millimetre
14660,84165,230.0 millimetre
14661,84166,230.0 millimetre
14662,84167,95.0 millimetre
14663,84168,45.0 centimetre
14664,84169,45.0 centimetre
14665,84170,45.0 centimetre
14666,84171,
14667,84172,
14668,84173,
14669,84174,
14670,84175,11.0 centimetre
14671,84176,13.0 inch
14672,84177,13.0 inch
14673,84178,
14674,84179,
14675,84180,
14676,84181,43.2 centimetre
14677,84182,
14678,84183,
14679,84184,
14680,84185,7.2 centimetre
14681,84186,7.2 centimetre
14682,84187,83.0 centimetre
14683,84188,
14684,84189,30.0 centimetre
14685,84190,30.0 centimetre
14686,84191,215.0 millimetre
14687,84192,215.0 millimetre
14688,84193,
14689,84194,
14690,84195,53.0 inch
14691,84196,47.0 millimetre
14692,84197,47.0 millimetre
14693,84198,274.0 centimetre
14694,84199,86.0 millimetre
14695,84200,86.0 millimetre
14696,84201,6.0 centimetre
14697,84202,6.0 centimetre
14698,84203,6.0 centimetre
14699,84204,43.0 centimetre
14700,84205,
14701,84206,33.0 inch
14702,84207,33.0 inch
14703,84208,112.0 inch
14704,84209,10.0 centimetre
14705,84210,10.0 centimetre
14706,84211,28.0 centimetre
14707,84212,28.0 centimetre
14708,84213,116.5 centimetre
14709,84214,116.5 centimetre
14710,84215,19.0 centimetre
14711,84216,35.0 centimetre
14712,84217,35.0 centimetre
14713,84218,40.0 centimetre
14714,84219,8.0 inch
14715,84220,8.0 inch
14716,84221,11.5 centimetre
14717,84222,11.5 centimetre
14718,84223,23.5 centimetre
14719,84224,23.5 centimetre
14720,84225,8.3 inch
14721,84226,43.0 inch
14722,84227,43.0 inch
14723,84228,
14724,84229,29.0 centimetre
14725,84230,29.0 centimetre
14726,84231,8.0 centimetre
14727,84232,
14728,84233,
14729,84234,
14730,84235,5.0 centimetre
14731,84236,5.0 centimetre
14732,84237,
14733,84238,300.0 millimetre
14734,84239,300.0 millimetre
14735,84240,
14736,84241,
14737,84242,
14738,84243,
14739,84244,21.0 gram
14740,84245,75.8 millimetre
14741,84246,75.8 millimetre
14742,84247,9.2 centimetre
14743,84248,210.0 centimetre
14744,84249,
14745,84250,
14746,84251,
14747,84252,
14748,84253,
14749,84254,
14750,84255,
14751,84256,16.7 centimetre
14752,84257,16.7 centimetre
14753,84258,
14754,84259,
14755,84260,
14756,84261,26.0 centimetre
14757,84262,26.0 centimetre
14758,84263,
14759,84264,100.0 gram
14760,84265,33.0 centimetre
14761,84266,
14762,84267,
14763,84268,
14764,84269,1000.0 millimetre
14765,84270,25.0 centimetre
14766,84271,60.0 millimetre
14767,84272,60.0 millimetre
14768,84273,
14769,84274,23.0 centimetre
14770,84275,23.0 centimetre
14771,84276,330.0 millimetre
14772,84277,330.0 millimetre
14773,84278,330.0 millimetre
14774,84279,55.0 centimetre
14775,84280,63.0 millimetre
14776,84281,
14777,84282,
14778,84283,
14779,84284,
14780,84285,60.0 millimetre
14781,84286,60.0 millimetre
14782,84287,60.0 centimetre
14783,84288,60.0 centimetre
14784,84289,60.0 centimetre
14785,84290,13.1 inch
14786,84291,13.1 inch
14787,84292,
14788,84293,53.0 centimetre
14789,84294,14.0 centimetre
14790,84295,14.0 centimetre
14791,84296,79.0 centimetre
14792,84297,600.0 millimetre
14793,84298,
14794,84299,7.0 foot
14795,84300,7.0 foot
14796,84301,
14797,84302,
14798,84303,24.0 gram
14799,84304,60.0 centimetre
14800,84305,91.0 centimetre
14801,84306,1500.0 millimetre
14802,84307,13.0 centimetre
14803,84308,42.0 centimetre
14804,84309,42.0 centimetre
14805,84310,
14806,84311,23.0 centimetre
14807,84312,23.0 centimetre
14808,84313,
14809,84314,90.0 centimetre
14810,84315,90.0 centimetre
14811,84316,90.0 centimetre
14812,84317,2473.0 ton
14813,84318,13.0 centimetre
14814,84319,14.0 centimetre
14815,84320,14.0 centimetre
14816,84321,150.0 centimetre
14817,84322,150.0 centimetre
14818,84323,150.0 centimetre
14819,84324,8.0 gram
14820,84325,23.0 centimetre
14821,84326,23.0 centimetre
14822,84327,23.0 centimetre
14823,84328,
14824,84329,
14825,84330,9.5 inch
14826,84331,
14827,84332,113.0 centimetre
14828,84333,14.0 centimetre
14829,84334,
14830,84335,91.0 centimetre
14831,84336,6.2 inch
14832,84337,6.2 inch
14833,84338,18.5 centimetre
14834,84339,
14835,84340,29.0 centimetre
14836,84341,83.0 millimetre
14837,84342,9.5 inch
14838,84343,9.5 inch
14839,84344,
14840,84345,
14841,84346,
14842,84347,137.0 centimetre
14843,84348,19.0 centimetre
14844,84349,19.0 centimetre
14845,84350,18.0 centimetre
14846,84351,33.0 inch
14847,84352,
14848,84353,
14849,84354,21.0 centimetre
14850,84355,21.0 centimetre
14851,84356,
14852,84357,
14853,84358,
14854,84359,
14855,84360,
14856,84361,4.0 inch
14857,84362,4.0 inch
14858,84363,47.0 inch
14859,84364,47.0 inch
14860,84365,47.0 inch
14861,84366,75.0 millimetre
14862,84367,9.4 centimetre
14863,84368,9.4 centimetre
14864,84369,2.0 ton
14865,84370,40.0 centimetre
14866,84371,40.0 centimetre
14867,84372,5.8 centimetre
14868,84373,5.8 centimetre
14869,84374,5.8 centimetre
14870,84375,
14871,84376,7.0 inch
14872,84377,
14873,84378,20.0 centimetre
14874,84379,20.0 centimetre
14875,84380,20.0 centimetre
14876,84381,
14877,84382,
14878,84383,4.25 inch
14879,84384,5.8 centimetre
14880,84385,5.8 centimetre
14881,84386,3.8 centimetre
14882,84387,
14883,84388,14.5 centimetre
14884,84389,12.5 centimetre
14885,84390,11.0 centimetre
14886,84391,11.0 centimetre
14887,84392,31.49 inch
14888,84393,31.49 inch
14889,84394,16.2 centimetre
14890,84395,16.2 centimetre
14891,84396,22.0 centimetre
14892,84397,22.0 centimetre
14893,84398,13.0 centimetre
14894,84399,13.0 centimetre
14895,84400,6.7 inch
14896,84401,22.0 centimetre
14897,84402,13.1 inch
14898,84403,13.1 inch
14899,84404,
14900,84405,
14901,84406,21.0 centimetre
14902,84407,4.2 inch
14903,84408,65.0 millimetre
14904,84409,150.0 centimetre
14905,84410,150.0 centimetre
14906,84411,3.0 millimetre
14907,84412,3.0 millimetre
14908,84413,5.3 inch
14909,84414,5.3 inch
14910,84415,5.3 inch
14911,84416,
14912,84417,
14913,84418,
14914,84419,498.0 centimetre
14915,84420,
14916,84421,
14917,84422,
14918,84423,20.0 centimetre
14919,84424,20.0 centimetre
14920,84425,30.0 centimetre
14921,84426,30.0 centimetre
14922,84427,140.0 millimetre
14923,84428,
14924,84429,10.0 centimetre
14925,84430,
14926,84431,170.0 millimetre
14927,84432,
14928,84433,
14929,84434,5.3 centimetre
14930,84435,5.3 centimetre
14931,84436,19.0 centimetre
14932,84437,19.0 centimetre
14933,84438,19.0 centimetre
14934,84439,
14935,84440,
14936,84441,
14937,84442,
14938,84443,85.0 millimetre
14939,84444,85.0 millimetre
14940,84445,
14941,84446,
14942,84447,
14943,84448,
14944,84449,
14945,84450,235.0 millimetre
14946,84451,160.0 centimetre
14947,84452,10.0 centimetre
14948,84453,10.0 centimetre
14949,84454,10.0 centimetre
14950,84455,2.5 centimetre
14951,84456,2.5 centimetre
14952,84457,2.5 centimetre
14953,84458,
14954,84459,
14955,84460,150.0 centimetre
14956,84461,150.0 centimetre
14957,84462,
14958,84463,21.6 inch
14959,84464,18.7 centimetre
14960,84465,18.7 centimetre
14961,84466,
14962,84467,
14963,84468,
14964,84469,
14965,84470,
14966,84471,
14967,84472,28.0 centimetre
14968,84473,30.0 metre
14969,84474,30.0 metre
14970,84475,23.0 centimetre
14971,84476,23.0 centimetre
14972,84477,185.0 millimetre
14973,84478,185.0 millimetre
14974,84479,81.0 inch
14975,84480,
14976,84481,
14977,84482,5.2 centimetre
14978,84483,28.7 centimetre
14979,84484,28.7 centimetre
14980,84485,3.74 inch
14981,84486,2.0 centimetre
14982,84487,
14983,84488,
14984,84489,27.0 centimetre
14985,84490,30.0 centimetre
14986,84491,25.0 centimetre
14987,84492,155.0 centimetre
14988,84493,155.0 centimetre
14989,84494,16.0 foot
14990,84495,43.0 centimetre
14991,84496,8.0 centimetre
14992,84497,41.0 centimetre
14993,84498,300.0 pound
14994,84499,20.7 centimetre
14995,84500,21.0 centimetre
14996,84501,
14997,84502,
14998,84503,
14999,84504,
15000,84505,7.8 centimetre
15001,84506,
15002,84507,21.5 centimetre
15003,84508,21.5 centimetre
15004,84509,200.0 centimetre
15005,84510,4.5 millimetre
15006,84511,4.5 millimetre
15007,84512,18.5 centimetre
15008,84513,9.8 inch
15009,84514,9.8 inch
15010,84515,
15011,84516,61.0 centimetre
15012,84517,
15013,84518,
15014,84519,145.0 centimetre
15015,84520,145.0 centimetre
15016,84521,24.0 centimetre
15017,84522,24.0 centimetre
15018,84523,1.0 centimetre
15019,84524,66.0 centimetre
15020,84525,51.0 centimetre
15021,84526,
15022,84527,17.0 centimetre
15023,84528,17.0 centimetre
15024,84529,17.0 centimetre
15025,84530,36.0 centimetre
15026,84531,3.35 inch
15027,84532,180.0 centimetre
15028,84533,180.0 centimetre
15029,84534,180.0 centimetre
15030,84535,36.0 centimetre
15031,84536,2.3 centimetre
15032,84537,2.3 centimetre
15033,84538,
15034,84539,20.0 centimetre
15035,84540,20.0 centimetre
15036,84541,8.0 centimetre
15037,84542,28.3 centimetre
15038,84543,
15039,84544,14.0 centimetre
15040,84545,80.0 centimetre
15041,84546,
15042,84547,
15043,84548,74.0 millimetre
15044,84549,74.0 millimetre
15045,84550,203.0 centimetre
15046,84551,203.0 centimetre
15047,84552,8.6 inch
15048,84553,8.6 inch
15049,84554,39.0 centimetre
15050,84555,213.0 centimetre
15051,84556,213.0 centimetre
15052,84557,2.6 pound
15053,84558,
15054,84559,30.0 centimetre
15055,84560,30.0 centimetre
15056,84561,
15057,84562,
15058,84563,
15059,84564,160.0 centimetre
15060,84565,32.0 centimetre
15061,84566,7.6 centimetre
15062,84567,7.6 centimetre
15063,84568,7.6 centimetre
15064,84569,27.0 centimetre
15065,84570,27.0 centimetre
15066,84571,
15067,84572,
15068,84573,
15069,84574,61.0 centimetre
15070,84575,61.0 centimetre
15071,84576,297.0 millimetre
15072,84577,5.3 centimetre
15073,84578,76.0 centimetre
15074,84579,28.0 centimetre
15075,84580,42.0 centimetre
15076,84581,204.0 millimetre
15077,84582,
15078,84583,
15079,84584,31.0 centimetre
15080,84585,75.0 centimetre
15081,84586,75.0 centimetre
15082,84587,
15083,84588,
15084,84589,44.0 centimetre
15085,84590,44.0 centimetre
15086,84591,
15087,84592,15.0 inch
15088,84593,15.0 inch
15089,84594,
15090,84595,164.0 centimetre
15091,84596,
15092,84597,
15093,84598,
15094,84599,
15095,84600,31.0 centimetre
15096,84601,31.0 centimetre
15097,84602,10.8 centimetre
15098,84603,
15099,84604,330.0 pound
15100,84605,1.27 pound
15101,84606,200.0 millimetre
15102,84607,25.0 centimetre
15103,84608,
15104,84609,
15105,84610,5.0 metre
15106,84611,5.0 metre
15107,84612,5.0 metre
15108,84613,30.0 centimetre
15109,84614,30.0 centimetre
15110,84615,
15111,84616,
15112,84617,84.5 inch
15113,84618,35.0 millimetre
15114,84619,35.0 millimetre
15115,84620,47.0 centimetre
15116,84621,47.0 centimetre
15117,84622,
15118,84623,9.8 centimetre
15119,84624,11.8 inch
15120,84625,90.0 centimetre
15121,84626,75.0 centimetre
15122,84627,75.0 centimetre
15123,84628,15.0 centimetre
15124,84629,15.0 centimetre
15125,84630,54.0 centimetre
15126,84631,54.0 centimetre
15127,84632,40.0 centimetre
15128,84633,40.0 centimetre
15129,84634,148.0 millimetre
15130,84635,33.0 centimetre
15131,84636,88.0 millimetre
15132,84637,88.0 millimetre
15133,84638,
15134,84639,
15135,84640,8.0 centimetre
15136,84641,60.0 millimetre
15137,84642,
15138,84643,
15139,84644,86.0 centimetre
15140,84645,28.0 centimetre
15141,84646,16.5 centimetre
15142,84647,16.5 centimetre
15143,84648,75.0 millimetre
15144,84649,75.0 millimetre
15145,84650,27.0 centimetre
15146,84651,65.0 centimetre
15147,84652,
15148,84653,
15149,84654,
15150,84655,102.0 centimetre
15151,84656,102.0 centimetre
15152,84657,22.0 centimetre
15153,84658,47.2 inch
15154,84659,47.2 inch
15155,84660,
15156,84661,
15157,84662,
15158,84663,
15159,84664,30.0 centimetre
15160,84665,61.0 centimetre
15161,84666,61.0 centimetre
15162,84667,79.0 centimetre
15163,84668,11.43 centimetre
15164,84669,11.43 centimetre
15165,84670,130.0 millimetre
15166,84671,130.0 millimetre
15167,84672,6.7 inch
15168,84673,
15169,84674,8.0 centimetre
15170,84675,8.0 centimetre
15171,84676,54.0 centimetre
15172,84677,54.0 centimetre
15173,84678,
15174,84679,
15175,84680,
15176,84681,38.0 centimetre
15177,84682,38.0 centimetre
15178,84683,
15179,84684,
15180,84685,
15181,84686,20.0 centimetre
15182,84687,64.0 centimetre
15183,84688,64.0 centimetre
15184,84689,64.0 centimetre
15185,84690,6.0 millimetre
15186,84691,6.0 millimetre
15187,84692,6.0 millimetre
15188,84693,18.0 centimetre
15189,84694,18.0 centimetre
15190,84695,
15191,84696,18.0 inch
15192,84697,18.0 inch
15193,84698,
15194,84699,
15195,84700,
15196,84701,32.6 centimetre
15197,84702,32.6 centimetre
15198,84703,12.0 centimetre
15199,84704,12.0 centimetre
15200,84705,12.8 centimetre
15201,84706,12.8 centimetre
15202,84707,22.0 centimetre
15203,84708,18.0 centimetre
15204,84709,18.0 centimetre
15205,84710,350.0 centimetre
15206,84711,35.0 centimetre
15207,84712,35.0 centimetre
15208,84713,6.0 inch
15209,84714,6.0 inch
15210,84715,
15211,84716,
15212,84717,25.5 centimetre
15213,84718,60.0 centimetre
15214,84719,
15215,84720,8.5 centimetre
15216,84721,
15217,84722,137.0 centimetre
15218,84723,
15219,84724,25.0 centimetre
15220,84725,25.0 centimetre
15221,84726,25.0 centimetre
15222,84727,224.0 millimetre
15223,84728,224.0 millimetre
15224,84729,46.0 millimetre
15225,84730,
15226,84731,18.5 centimetre
15227,84732,6.5 centimetre
15228,84733,6.5 centimetre
15229,84734,20.0 centimetre
15230,84735,20.0 centimetre
15231,84736,14.3 centimetre
15232,84737,14.3 centimetre
15233,84738,14.3 centimetre
15234,84739,3.9 centimetre
15235,84740,33.0 centimetre
15236,84741,14.5 centimetre
15237,84742,23.0 centimetre
15238,84743,50.0 kilogram
15239,84744,5.0 centimetre
15240,84745,
15241,84746,
15242,84747,170.0 millimetre
15243,84748,22.0 centimetre
15244,84749,20.0 centimetre
15245,84750,37.0 centimetre
15246,84751,6.0 foot
15247,84752,
15248,84753,7.0 centimetre
15249,84754,7.0 centimetre
15250,84755,7.0 centimetre
15251,84756,
15252,84757,
15253,84758,
15254,84759,5.5 centimetre
15255,84760,120.0 centimetre
15256,84761,120.0 centimetre
15257,84762,
15258,84763,24.0 centimetre
15259,84764,24.0 centimetre
15260,84765,25.0 centimetre
15261,84766,221.0 centimetre
15262,84767,221.0 centimetre
15263,84768,
15264,84769,
15265,84770,52.0 centimetre
15266,84771,52.0 centimetre
15267,84772,
15268,84773,
15269,84774,
15270,84775,
15271,84776,
15272,84777,
15273,84778,
15274,84779,57.0 millimetre
15275,84780,70.0 centimetre
15276,84781,70.0 centimetre
15277,84782,
15278,84783,35.99 centimetre
15279,84784,35.99 centimetre
15280,84785,14.0 millimetre
15281,84786,14.0 millimetre
15282,84787,207.0 centimetre
15283,84788,270.0 millimetre
15284,84789,5.0 centimetre
15285,84790,22.7 inch
15286,84791,
